,listing_id,title,make,model,description,manufactured,original_reg_date,reg_date,type_of_vehicle,category,transmission,curb_weight,power,fuel_type,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,opc_scheme,lifespan,eco_category,features,accessories,indicative_price,price,market_price
13347,1005686,Volkswagen Touran 1.4A TSI Comfortline EQP,volkswagen,touran,"high loan and trade in available, 5 years agent warranty and servicing package. free thinkware camera. massive savings!",2019.0,,16-jul-2020,mpv,parf car,auto,1288.0,110.0,,1395.0,1.0,12330.0,35889.0,624.0,53255.0,12000.0,26036.0,28451.0,,,uncategorized,1.4l turbocharged engine mated to a 7 speed dsg transmission producing 150 bhp & 250 nm of torque. high specs paranomic roof. view specs of the volkswagen touran sport,"8"" infotainment system with apple/android play, panoramic roof, eqp package consists of keyless entry, led headlights, driving profile & front assist.",,136300.0,139075.5
13348,1021385,BMW 2 Series 216i Gran Tourer,bmw,216i,1 owner only. full agent serviced with 5 years warranty plus free servicing throughout. car is parked under sheltered. good condition and smooth driving. lowest price! best compact mpv. normal bank loan/in house loan/trade-in/scrap all are available. consignment unit. guaranteed best condition unit. call our staff to arrange.,2020.0,,31-mar-2020,mpv,"parf car, premium ad car",auto,1490.0,80.0,,1499.0,1.0,11750.0,35010.0,684.0,58345.0,31492.0,32606.0,37649.0,,,uncategorized,smooth 12 valve twin-turbocharged engine mated to 7-speed dct producing 15.3km/l fuel efficiency. keyless entry push start. traction control. airbags.,original entertainment system/leather seats/auto headlight led/rain sensing/cruise control/sports rim/multi-zoned aircon with rear/electric seats.,,131900.0,135648.78
13349,991888,Honda Jazz 1.5A RS,,jazz,"1 careful owner. facelift rs model! fully agent maintained! new 6mths road tax! car is in excellent condition. low fuel consumption, 100% loan available, bank loan at 1.88% interest available. trade in welcome, don't miss this great deal, view to believe! all enquirers are welcome through call or whatsapp! call us for appointment to view.",2017.0,,20-feb-2018,hatchback,"parf car, sgcarmart warranty cars",auto,1088.0,96.0,,1498.0,1.0,9350.0,41400.0,684.0,38999.0,43000.0,16171.0,16171.0,,,uncategorized,"fuel-efficient 1.5l engine, 16 valves dohc i-vtec engine with smooth earth dream cvt auto transmission, multi-function steering control, paddle shift. view specs of the honda jazz","factory touch screen audio, bluetooth/aux, reverse camera, leather interior, leather wrap steering, spacious interior and boot.",,75700.0,74497.46
13350,1020409,Nissan NV200 1.6A DX,nissan,nv200,"one of the most economic and reliable commercial van in the market. easy to maintain. extremely good condition. bank/in house loan available, call now to viewing and test drive. see to believe!",2018.0,,15-mar-2019,van,-,auto,1200.0,,petrol,1597.0,2.0,6190.0,26753.0,,20215.0,,19868.0,994.0,,14-mar-2039,uncategorized,functional storage and display. safety shield,front recording camera. reverse sensor. reverse camera,,51500.0,52442.508
13351,950746,Toyota Corolla Altis 1.6A Elegance (COE till 12/2030),,corolla,2,2010.0,,04-jan-2011,mid-sized sedan,"coe car, premium ad car",auto,1195.0,80.0,,1598.0,2.0,6390.0,37303.0,816.0,34901.0,125000.0,16680.0,16680.0,,,uncategorized,"fuel-efficient and powerful 1.6l dual vvt-i engine, smooth auto transmission dual srs airbags, abs, digital climate control aircon. view specs of the toyota corolla altis","sports rim, leather seats, multi steering control, retractable mirrors with indicators, knockdown rear seats, factory fitted audio player, solar film.",,65800.0,61236.664
13352,984650,Toyota Alphard 2.4A S Moonroof,toyota,alphard,"high spec agent unit, clad in elegant gold pearl colour. low mileage. well maintained by very loving owner. now ready for the next lovely family to saunter around and be pampered with excellent comfort and refinement. bank/in-house loan, trade-in and competitive insurance all available for you. price inclusive of gst. be sure to contact our sales team for many memorable miles ahead.",2014.0,,21-oct-2014,mpv,parf car,auto,1920.0,125.0,,2362.0,2.0,16800.0,72180.0,1638.0,58910.0,80000.0,45416.0,55583.0,,,uncategorized,"reliable engine, smooth 7 spd auto, cruise control, keyless ignition/entry, hid headlights, powered sliding doors, 7 airbags and traction control. view specs of the toyota alphard","twin roof, navi/bluetooth/reverse cam, premium solar film, new tyres, powered front & exclusive rear pilot seats and multi-zone a/c with nanoe clean.",,88900.0,89722.77
13353,1029041,Toyota GR Supra 2.0A SZ-R,toyota,gr,"no messy tunes, no messy mods, 100% stock for your peace of mind. service records and balance of warranty with toyota singapore. factory exhaust with pops and gurgles only in sports mode, so drive it like a gentleman for your daily rides, and let it loose when you need it to shout. plenty of booth space for all your needs, even fits a full golf set. no dealers or consignment please.",2019.0,,25-mar-2020,sports car,"parf car, direct owner sale, low mileage car",auto,1395.0,190.0,,1998.0,2.0,20730.0,30012.0,1210.0,74871.0,11000.0,52012.0,65622.0,,,uncategorized,"well taken care of low mileage gr supra for sale. my loss your gain. 100% accident free 255bhp, 0-100km in 5.2s, 8 speed zf transmission. view specs of the toyota gr","factory fitted audio system 8.8"" multi-information display, wireless charging bay for phone. bluetooth, toyota safety system.",,231000.0,249137.12
13354,1020547,Toyota Corolla Altis 1.6A Elegance,,corolla,"one owner only! world's best selling! highest spec model! well maintained! led light! reliable and low maintenance, accident-free, attractive low-interest rate from 1.88%, high value for trade in, please call for more enquiries & viewing appointment.",2015.0,,15-jun-2015,mid-sized sedan,"parf car, premium ad car",auto,1205.0,90.0,,1598.0,1.0,10640.0,66000.0,742.0,34599.0,,19589.0,14589.0,,,uncategorized,"1.6l dohc dual vvt-i valvematic engine, 7-speed super cvt-i transmission, 7x airbags, traction control, multi-function steering. view specs of the toyota corolla altis","keyless entry & start. electric seats. digital climate control. toyota touchscreen android player. factory fitted audio, reverse camera/sensors.",,52600.0,53015.844
13355,952312,Renault Grand Scenic Diesel 1.5A dCi Sunroof,renault,grand,"1 owner! aa trust certified quality pre owned vehicle! affordable 7-seaters high specs! super well maintained! low mileage at 18000km! 5 years free servicing and 5 years warranty by wearnes agent! super fuel efficient unit, full tank 700+km! owner upgrading! number to be retained! 100% accident free! sta welcome! balloon scheme, flexible bank and in house loan available! strictly by appointment!",2019.0,,23-sep-2019,mpv,parf car,auto,1540.0,81.0,diesel,1461.0,1.0,10910.0,31783.0,1048.0,38900.0,21000.0,25440.0,17616.0,,,uncategorized,powerful 1.5l turbo diesel with great fuel efficiency. keyless entry/start. reliable 7 speed wet edc gearbox. view specs of the renault grand scenic diesel,"touch screen with bluetooth/nav, multi sense drive mode. reverse camera, all round sensors! upgraded head and tail unit to led.",,106700.0,105809.625
13356,1009065,Nissan Note 1.2A,nissan,note,"1 owner, maintained by tan chong, almost new condition, clean interior, original paintwork, call or whatsapp us for viewing now, selling fast, don't miss.",2019.0,,28-sep-2019,hatchback,parf car,auto,1048.0,58.0,,1198.0,1.0,7250.0,31759.0,508.0,29462.0,22000.0,13465.0,5000.0,,,uncategorized,"1.2l dohc cvtc engine, 77 bhp, x-tronic cvt auto transmission, abs, airbags, traction control, keyless entry/start/stop, auto start/stop. view specs of the nissan note","sports rims, auto headlight, retractable side mirrors, audio player with andriod auto and apple carplay, reverse camera, in-car dash camera.",,67300.0,68546.04
13357,1013578,Toyota Hiace 2.8A DX,toyota,hiace,"best condition, like brand new, one owner only,genuine mileage! free 3 months warranty! free servicing! free road tax! brand new carpet floodboard! fresh paintwork! led dashboard! flexible loan view to believe! consult our friendly sales consultant today!",2018.0,,02-jul-2019,van,premium ad car,auto,1800.0,,diesel,2754.0,1.0,9650.0,25501.0,,20031.0,70000.0,32041.0,1603.0,,01-jul-2039,uncategorized,view specs of the toyota hiace,,,83400.0,81811.305
13358,1016292,Bentley Continental GT 6.0A Speed (New 10-yr COE),bentley,continental,"glacier white paintwork matched with black/red interior with sliver carbon vinyl. not your usual gt model. luxury hand make leather upholstery, paddle shifters, 2x power electric seats, burmester sound system, remote smart key. trade-in welcome! easy & flexible finance options available. contact our professional sales team now for more information.",2012.0,,27-mar-2013,sports car,"coe car, rare & exotic",auto,2320.0,460.0,,5998.0,5.0,31970.0,,7074.0,,88775.0,210788.0,210788.0,,,uncategorized,powerful 6.0l w12 twin turbo with 616bhp at 6000rpm. maximum 800nm 2000rpm. 0 to 100km/h at 4.0 seconds. top speed at 330km/h. 6 speed auto. awd. view specs of the bentley continental,"21"" rims, reverse camera, multi function steering wheel, mansory rear spoiler, keyless engine start, navigation system, power boot, 2x electric seats.",,351900.0,312251.94
13359,1024414,Mitsubishi Fuso Super Great FV51J (COE till 05/2025),,fuso,"vehicle come with pk23500 3 boom and able to lift upto 11.6ton of your goods. optional to change crane to pk42500. vehicle is in excellent condition, no other repairs needed. use to the end of the coe able to change a brand new vehicle using ets scheme. super worth it! call us to view this vehicle now! door step viewing available.",2009.0,,17-may-2010,truck,"coe car, premium ad car",manual,12980.0,,diesel,12882.0,2.0,18730.0,12136.0,,9044.0,,107803.0,5391.0,,16-may-2030,uncategorized,,"crane pk23500, fresh new paintworks!",,76800.0,81498.2
13360,984022,Nissan NV200 1.5M,nissan,nv200,"low mileage, nice 3 digit number plate, all wear and tear replaced, new brake pads, tyres, sta inspection just done, road tax renewed. upgrading to bigger van due to company expansion. reluctant sale. sms/whatsapp for fast deal",2016.0,,30-may-2017,van,direct owner sale,manual,1260.0,,diesel,1461.0,2.0,7290.0,30600.0,,17631.0,80000.0,20122.0,1007.0,,29-may-2037,uncategorized,original factory condition from tan chong motors. not parallel import. no accident record. perfect condition. view for yourself! no repairs needed! view specs of the nissan nv200,"reliable and responsive engine. fuel efficient. most popular medium diesel van, tip top condition. no repairs needed. inspection at your workshop ok!",,46200.0,46552.21
13361,1028656,Opel Astra Sports Tourer 1.0A,opel,astra,fully serviced and maintained by authorized agent auto germany. warranty till dec 2022. last serviced at 59k. low mileage. sparkling black paintwork. interior leather and all round condition as good as new. guaranteed accident free unit. full loan welcome. call/text/whatsapp for further enquiries.,2017.0,,22-dec-2017,stationwagon,"parf car, sgcarmart warranty cars",auto,1203.0,77.0,,999.0,2.0,8500.0,42339.0,392.0,31193.0,60000.0,20771.0,6080.0,,,uncategorized,"1.0l turbo engine, 5 speed auto transmission. lane departure, collision warning, electric handbrake, led drl, keyless entry/start/stop. view specs of the opel astra","multi function steering, cruise control, leather seats, auto lights and wipers, auto tailgate, reverse camera and sensors, apple/android car play.",,62200.0,61385.965
13362,978347,Toyota Corolla Altis 1.6A Elegance,toyota,corolla,"1.98% interest, 1 year extended warranty , 1 owner, facelift model with dual vvti, full loan available, free servicing, accident-free, sta or vicom evaluation are welcome, bank and in house loan available at competitive interest rate, free grooming, warranty not by third party workshop, trade-in are welcome, good for future coe renewal.",2013.0,,22-apr-2013,mid-sized sedan,parf car,auto,1195.0,90.0,,1598.0,1.0,14060.0,61029.0,742.0,18385.0,102312.0,15065.0,15065.0,,,uncategorized,"1.6l reliable and fuel-efficient 16 valves dual vvt-i engine, cvt auto transmission, climatic control aircon, 4 x disc brakes, dual srs airbags. view specs of the toyota corolla altis","leather seat, sports rim, original dvd player with multi-steering control, reverse camera/sensor, auto retractable side mirror, navigation, fog light.",,33900.0,33318.125
13363,1020151,Peugeot 3008 1.2A PureTech EAT6 Allure,peugeot,3008,"allure model has several premium features over active model. ecoty 2017. 100% maintained by autofrance. factory warranty till sept 2022. top range 3m crystalline solar film. new front brake discs and pads. unbelievably smooth, quiet and efficient engine with excellent road holding. 520l boot with split level and magic flat rear seat function. selling without number plate.",2017.0,,21-sep-2017,suv,"parf car, direct owner sale",auto,1270.0,96.0,,1199.0,1.0,12190.0,45201.0,508.0,43557.0,77200.0,28192.0,21469.0,,,uncategorized,"1.2l puretech turbo, 230nm, lane departure warning, paddle shifter, cruise control, electric seat with memory, multi function steering, full led f&r. view specs of the peugeot 3008","panoramic sunroof , electric tailgate with kick function, 8 inch infotainment with apple/android connectivity, 360 park cam, 18 inch sports rims",,93300.0,92142.91
13364,998452,BMW 2 Series 218i Active Tourer Luxury,bmw,218i,luxury edition. full service records with sime darby. well kept. no repairs needed. high paper value very safe buy! good for short term use. bank loan and flexible in-house financing. view now!,2014.0,,28-nov-2014,hatchback,"parf car, premium ad car",auto,1360.0,100.0,,1499.0,2.0,13280.0,72201.0,684.0,37084.0,118051.0,27860.0,21004.0,,,uncategorized,memory seats for driver and passenger. keyless entry. auto start stop. auto boot close. auto headlights. view specs of the bmw 2 series active tourer,,,59200.0,58016.47
13365,1007966,Hyundai Avante 1.6A (COE till 09/2029),,avante,"car in very good condition, full service just done, including all oil, changed 4 pcs brand new tyres.",2009.0,,02-oct-2009,mid-sized sedan,"coe car, direct owner sale",auto,1264.0,89.7,,1591.0,3.0,5400.0,29485.0,886.0,23895.0,156000.0,11605.0,11605.0,,,uncategorized,view specs of the hyundai avante,,,48200.0,47779.027
13366,1008771,Honda Odyssey 2.4A EXV-S Navi Res Sunroof,honda,e,"august promo 1.88% interest rate! new facelifted model! 7 spacious seater mpv! 1  owner! low depreciation! bank and in-house full loan at low-interest rate! fully agent  servicing records since day 1. still under agent 5 years warranty for an added peace of mind! high trade-in are welcome! tip top condition! 100% accident-free! view to believe it, call now before it's gone.",2018.0,,30-jul-2018,mpv,parf car,auto,1865.0,129.0,,2356.0,1.0,14110.0,31001.0,1630.0,50009.0,57896.0,32885.0,38039.0,,,uncategorized,"2.4l 4 cylinders inline dohc i-vtec engine, earth dreams cvt , paddle shifters. cruise control. auto headlights. keyless entry/start/stop and etc. view specs of the honda odyssey","sports rims! dual power sliding doors. dual electric leather seats. factory fitted audio system with bluetooth, 360 multi view camera/sensors and etc.",,128500.0,127973.414
13367,1007533,Mercedes-Benz E-Class E200 Avantgarde,mercedes-benz,e200,"special 1.88% interest rate, c&c unit. beautiful ivory interior leather upholstery. smoke-free. comes with nice bidded number 6686 at no extra cost! call us for more info.",2017.0,,20-sep-2017,luxury sedan,"parf car, premium ad car",auto,1605.0,135.0,,1991.0,2.0,17540.0,53711.0,1202.0,82591.0,61000.0,52579.0,66643.0,,,uncategorized,2l turbocharged 4 cylinder engine producing 181bhp & 300nm torque. 9g-tronic transmission. 7 airbags. view specs of the mercedes-benz e-class saloon 2016,"keyless go, soft closing doors, 360 surround camera, rear window blinds, parktronic with park assist, electric memory seats, ambient lighting.",,153800.0,150979.34
13368,1017616,Land Rover Discovery 2.0A Si4 HSE 7-Seater,land rover,discovery,latest arrival! most valued buy! beautiful loire blue unit with pristine condition! peace of mind! recently serviced! still under 3 years warranty and 5 years free servicing from wearnes! 100% accident free! lowest genuine mileage at only 3400km! trade in welcome. viewing strongly encouraged! call now to view and test drive the car today! don't miss! strictly by appointment only!,2018.0,,27-aug-2020,suv,"parf car, almost new car, low mileage car",auto,2240.0,221.0,,1997.0,1.0,26280.0,38802.0,1210.0,112998.0,3400.0,73366.0,104059.0,,,uncategorized,"2.0 turbo engine producing 300bhp, 400nm. 7.7s . 8 speed auto with paddle shifter. 4 wheel drive with high range. blind spot monitor. view specs of the land rover discovery","in-car camera, twin sunroof, digital display screen, handsfree tailgate, air suspension, lane departure warning, 4 zones ac, navigation, reverse cam.",,317700.0,321472.66
13369,1008758,Volkswagen Touran 1.4A TSI (COE till 06/2026),volkswagen,touran,,2011.0,,31-oct-2011,mpv,coe car,auto,1536.0,103.0,,1390.0,4.0,9030.0,22636.0,620.0,21954.0,,21444.0,21444.0,,,uncategorized,view specs of the volkswagen touran sport,,,48200.0,41857.09
13370,989379,Honda HR-V 1.5A DX,honda,hr-v,latest showroom facelift with crystal led head lamp! single owner unit in honda signature milano red in colour. this unit comes with existing  5 year agent warranty coverage valid till 06 jan 2024. price listed are final with gst included. sta evaluation supported for a peace of mind.,2018.0,,07-jan-2019,suv,"parf car, premium ad car",auto,1191.0,96.0,,1496.0,1.0,9220.0,28199.0,682.0,35531.0,32278.0,19654.0,19654.0,,,uncategorized,original condition. view specs of the honda hr-v,factory fitted interior.,,85600.0,89048.96
13371,1002842,Nissan Qashqai 1.2A DIG-T,nissan,qashqai,"only 1 owner, all our cars go through proper anti-bacteria sanitization, road tax till mar 2022, servicing done recently at tan chong motor, low bank rate from 1.68%, in-house finance with attractive rate, high trade in, accident free, extended warranty available, after sales service support by our in-house workshop with free membership & servicing, we provide immediate transfer of ownership",2018.0,,29-mar-2018,suv,parf car,auto,1325.0,85.0,,1197.0,1.0,9780.0,38000.0,508.0,40534.0,92703.0,20452.0,20633.0,,,uncategorized,"1.2l 4 cylinder inline 16 valve dohc turbocharge engine, 7 speed  xtronic cvt with manual mode, keyless entry and start/stop function. view specs of the nissan qashqai","sport rims, leather seat, factory fitted audio system, gps, multi function steering wheel, electric park brake, reverse camera and sensors.",,82300.0,84569.08
13372,1019253,Toyota Estima 2.4A Moonroof (COE till 08/2026),toyota,estima,"candy red leather interior, price inclusive of touch-up paintwork! regularly serviced and well maintained. buy with a peace of mind, we welcome buyer's pre-purchase workshop/sta inspection. consignment unit. trade in welcomed. high loan welcomed. whatsapp/call our friendly salespersons for a viewing appointment before it's gone!",2006.0,,22-aug-2006,mpv,coe car,auto,1730.0,125.0,,2362.0,4.0,8170.0,54463.0,2457.0,27187.0,179000.0,32331.0,35565.0,,,uncategorized,"2.4l dohc reliable vvt-i engine, 7 speed automatic transmission, abs, dual zone climatic aircon, keyless start/stop. view specs of the toyota estima","pioneer bluetooth/dvd player unit, sport rims, leather seats, dual power sliding doors, reverse camera.",,44900.0,46434.707
13373,1029986,Porsche Cayenne Hybrid S 3.0A Tip (New 10-yr COE),porsche,cayenne,"1 owner, facelifted model, stuttgart unit with full agent service records, pristine condition inside out, well maintained by previous owner! loan with high trade in available. price negotiable. call now or visit our showroom today.",2012.0,,21-jun-2012,suv,"coe car, hybrid cars",auto,2315.0,245.0,petrol-electric,2995.0,1.0,16570.0,,2380.0,,120886.0,101415.0,60849.0,,,uncategorized,3.0l v6 supercharged/hybrid engine with 328bhp and maximum torque of 450nm. 0 to 100km/h in 6.5s. 8 speed tiptronic transmission with all wheel drive. view specs of the porsche cayenne,"full leather seats, elec memory seats, auto tailgate, psm, sport mode, all-round parking sensors with reverse camera, bt, lane departure warning.",,182400.0,182323.44
13374,1028803,Mazda 2 SP 1.5A (COE till 06/2026),mazda,2,"low risk for short term use. would you choose a car which you are uncertain you will drive for 10 years and perhaps lose more than what you initially plan? or would you get this car which promise minimum loss when you scrap any time. real mileage, 2 uncle owner for the past 15 years. ample interior space for a small car which allow ease of entry and exit for elderly.",2006.0,,29-nov-2006,hatchback,"coe car, direct owner sale, low mileage car",auto,1110.0,82.0,,1498.0,2.0,6210.0,46454.0,1026.0,22362.0,118000.0,12653.0,13919.0,,,uncategorized,"reliable made in japan 1.5l 4 cylinders inline 16 valves dohc engine, smooth 4 speed auto transmission, adjustment knockdown rear seat. view specs of the mazda 2 sp","solar film, leather seats, sport rim, multi function steering wheel, fog light, reverse sensors.",,32900.0,33764.277
13375,1014531,Kia Sorento Diesel 2.2A CRDi Sunroof,kia,sorento,agent unit. 10 years engine warranty. regular servicing at c&c. showroom condition. high/flexible loan available. trade-in welcome. view by appointment.,2016.0,,13-feb-2017,suv,parf car,auto,2039.0,147.0,diesel,2199.0,2.0,12450.0,52807.0,2126.0,59887.0,80000.0,35233.0,41327.0,,,uncategorized,"2.2l crdi diesel engine, 197bhp, 441nm, 8-speed , 4wd. keyless entry/start. drl, auto headlights/wipers. cruise/steering control. view specs of the kia sorento diesel","sunroof. driver's memory/passenger electric seats, ventilation. 2nd row adjustable seats. power tailgate. reverse camera. apple carplay, bluetooth.",,97700.0,99002.45
13376,1021494,Porsche 911 Carrera GTS Coupe 3.8A PDK (COE till 04/2031),porsche,911,"2nd owner. low mileage. mint condition. fully done up. text me for the list of parts and mods. speedster spoiler lip, techart tye iii rear wing for 997.2 carrera, akrapovic slip-on linr , moshammer 997.2 rear diffuser, and more. highly collectible gts unit. come view this rare beauty!",2011.0,,05-may-2011,sports car,"coe car, rare & exotic",auto,1525.0,300.0,,3800.0,2.0,37050.0,47316.0,4002.0,45825.0,114800.0,137202.0,137202.0,,,uncategorized,"fully specced 911  carrera gts, 3.8l flat-six engine with 7-speed pdk producing 402bhp and 420nm of torque. 0 to 100km/h in 4.6 seconds. view specs of the porsche 911","sport chrono package plus with mode switch, porsche active suspension management, center-locking wheels, bluetooth, bose surround sound system.",,394700.0,330048.62
13377,999803,Honda N-Box Slash GL,honda,n-box,1 owner car. 01 transfer between spouses. well maintained with full records. small and cute. popular kei car model in japan. superb workhorse for its small 660cc engine. sips fuel. rear stow into floor magic seats. slidable rear seats for maximum leg room and rear boot cargo space. full loan available.,2016.0,,25-may-2016,hatchback,"parf car, premium ad car",auto,930.0,47.0,,658.0,2.0,9770.0,47020.0,326.0,25982.0,59000.0,15225.0,5225.0,,,uncategorized,this is n-box slash. a n-box with it's roof chopped lower by honda for the custom look. view specs of the honda n-box,"front row bench style seat. best for driving and holding hands with gfs. if ferrying wife, better fold down the armrest to keep a safe distance.",,53900.0,53648.543
13378,1010654,BMW 4 Series 420i Gran Coupe,bmw,420i,1 owner with bidded car plate of '56'! lowest mileage! pml maintained and serviced! 5years warranty 2024! seats carefully protected with seat wrap since day 1! seldom drive and well taken cared off! flexible loans and unbeatable trade ins available! call now to arrange for a viewing! don't miss out on this sleek and luxurious unit! serious offers will be considered!,2019.0,,29-oct-2019,luxury sedan,"parf car, sta evaluated car, low mileage car",auto,1540.0,135.0,,1998.0,1.0,15720.0,41805.0,1210.0,73507.0,15000.0,43149.0,52409.0,,,uncategorized,"2.0l twin power turbo engine,184 bhp, 270nm torque. 0-100 km/h in 7.7s, 236km/h top speed, fuel efficiency at 17.2km/h. eco pro, comfort & sports mode","i-drive touch-screen & touch-pad, connected drive, gps, bluetooth, reverse camera, contactless boot release, paddle shifters, 18"" sports rims.",,170300.0,174669.66
13379,1024913,Audi A3 Sportback 1.0A TFSI S-tronic,audi,a3,0,2018.0,,26-jun-2018,hatchback,"parf car, premium ad car",auto,1275.0,85.0,,999.0,1.0,10980.0,34110.0,392.0,42709.0,40000.0,24174.0,25844.0,,,uncategorized,3 cylinder turbocharged engine producing 113bhp! 200nm torque! 7 speed s-tronic gearbox! 20.8km/l fuel consumption! many more! view specs of the audi s3 sportback,"keyless entry/start, bluetooth, cruise control, led headlight, auto headlights, knockdown rear seats, dynamic rear signal, reverse camera, many more!",,96800.0,96275.99
13380,1023123,Mercedes-Benz S-Class S400L,mercedes-benz,s400l,"cycle and carriage unit with full c&c servicing records. elegant black with black leather interior. original paintwork that is well kept beautifully. absolutely 100% accident-free, pristine inside out. flawless condition. high loan available and trade-ins are welcomed. guarantee best condition in the market. gst included.",2015.0,,13-oct-2015,luxury sedan,"parf car, premium ad car",auto,1935.0,245.0,,2996.0,1.0,24800.0,60001.0,2382.0,127377.0,100000.0,96961.0,146530.0,,,uncategorized,"powerful v6 bi-turbo 3.0l petrol engine, 328bhp & 480nm torque mated with 7g-tronic transmission. top speed 250km/h, keyless go, airmatic suspension view specs of the mercedes-benz s-class","burmester surround sound system, navi, media/bluetooth interface. parking assistance, reverse camera. electric/memory seats. hands-free boot access.",,193400.0,202035.5
13381,1030442,Honda Odyssey 2.4A Sunroof (COE till 07/2022),honda,odyssey,"good for short term drive, cheaper than renting. car is in very good condition still, too good to scrap. kindly call to check availability. thank you.",2007.0,,21-jul-2007,mpv,"coe car, premium ad car",auto,1648.0,118.0,,2354.0,4.0,11540.0,26237.0,2442.0,4457.0,158000.0,26852.0,29538.0,,,uncategorized,"smooth and responsive 2.4l dohc i-vtec engine, 5 speed auto transmission, srs airbags, abs, 4 disc brakes, auto retractable side mirrors, rear aircon. view specs of the honda odyssey","sports rims, upgraded sound system, reverse cam. electric leather seats, armrest, reverse sensors, electric knockdown rear seats, solar film.",,10800.0,10961.866
13382,1012437,BMW 3 Series 318i Shadow Edition,bmw,318i,please kindly whatsapp or sms.,2017.0,,31-may-2018,luxury sedan,"parf car, direct owner sale",auto,1425.0,100.0,,1499.0,2.0,14130.0,38039.0,684.0,55644.0,60200.0,34502.0,40303.0,,,uncategorized,"1.5l twin power turbocharged engine, 8 speed auto transmission, 134bhp. 18"" sports rims with michelin ps4 tyres. view specs of the bmw 3 series sedan",still under 5 years warranty and free servicing from performance motor. accident-free and in 9.5/10 condition.,,127400.0,126985.1
13383,1002860,Honda Vezel 1.5A X,honda,vezel,0,2016.0,,24-jul-2017,suv,"parf car, premium ad car",auto,1190.0,96.0,,1496.0,2.0,9580.0,44002.0,682.0,34016.0,53300.0,20476.0,10667.0,,,uncategorized,"4 cylinders inline dohc i-vtec engine, cvt transmission, 128 bhp, fwd, keyless entry/start, traction control, cruise control, airbags. auto brake hold view specs of the honda vezel","upholstery leather seats, pioneer touch screen audio system, reverse camera, electric parking brake, fog lights and climatic aircon, reverse sensor.",,68200.0,68530.46
13384,1021790,Toyota Corolla Altis 1.6A (COE till 11/2025),toyota,corolla,"vehicle serviced regularly! hassle-free choice for coe vehicle, easy maintenance and fuel efficient! full loan and trade in available! stock condition. pristine looking unit. well-maintained and in original condition. full in house loan and bank loan available. high trade in options are available as well. contact our sales representatives to inquire, and come view it to believe. view it to believe",2010.0,,08-nov-2010,mid-sized sedan,"coe car, premium ad car",auto,1195.0,90.0,,1598.0,5.0,8040.0,18238.0,816.0,15340.0,,16286.0,16286.0,,,uncategorized,"1.6l fuel efficient 16 valve dohc dual vvt-i engine, smooth auto transmission with ect, dual srs airbags, abs, digital climate control, 4 x disc brake view specs of the toyota corolla altis","multi controls steering wheel, rear parking sensors, premium full leather seats. retractable side mirrors, factory fitted audio system.",,37200.0,36490.26
13385,1014900,Mazda 6 2.0A,mazda,2,"promo low interest rate. low mileage. free certified 120 points test report and detailed chassis inspection will be provided. free servicing at our authorized workshop. low maintenance, practical and spacious. 1 to 1 exchange available! offer highest trade-in. call us today!",2015.0,,23-sep-2015,luxury sedan,parf car,auto,1454.0,121.0,,1998.0,3.0,10870.0,61001.0,1210.0,39498.0,93000.0,20660.0,20924.0,,,uncategorized,"2.0l skyactiv-g engine, 6 speed automatic transmission, cruise control, auto bi-xenon headlights, keyless entry, push start. view specs of the mazda 6 sedan","electric memory seats, heads up display, reverse camera and sensor, multi function steering, fog lights. in car cam.",,60300.0,61267.805
13386,1025142,Mercedes-Benz G-Class G63 AMG 4MATIC,mercedes-benz,amg,"warranty till may 2026, high loan and trade in available. massive savings! as good as new! lowest depreciation.",2020.0,,27-may-2021,suv,"parf car, rare & exotic, almost new car, low mileage car",auto,2560.0,430.0,,3982.0,1.0,53190.0,60001.0,3922.0,244511.0,2000.0,153313.0,247964.0,,,uncategorized,"4.0l bi turbo v8 hand built engine by amg, 9g tronic amg speedshift transmission producing 577 bhp and 850 nm of torque. view specs of the mercedes-benz g63","electric sunroof, amg ride control suspension, multibeam led headlight, 360 degree camera, burmeister sound system, wide screen cockpit.",,707200.0,719134.06
13387,1025802,Toyota Harrier 2.0A Premium Panoramic,toyota,harrier,"consignment unit, viewing via appointment only. well taken care by careful owner. pristine condition. original paintwork, black interior leather seats. spacious. suitable for daily drive. trade-in/flexible loan available. call now to view! viewing by appointment only. view today to believe.",2016.0,,02-mar-2018,suv,parf car,auto,1610.0,111.0,,1986.0,2.0,13300.0,38801.0,1196.0,54491.0,42000.0,33647.0,39106.0,,,uncategorized,"2.0l 4 cylinders dohc engine, 148 bhp, super cvt-i automatic, abs, airbags, keyless entry/start/stop, auto headlights/rain sensors, cruise control. view specs of the toyota harrier","panoramic roof, premium electric leather seats, 18"" upgraded ssw rims, 10.2 android headunit, steering controls, reverse sensors/camera, fog lights.",,116400.0,117918.08
